"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,68,"E","Estimated value"
"HUN","Hungary","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,80,"E","Estimated value"
"ISL","Iceland","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,90,"E","Estimated value"
"IRL","Ireland","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,79,"E","Estimated value"
"ITA","Italy","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,77,"E","Estimated value"
"JPN","Japan","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,81,"E","Estimated value"
"KOR","Korea","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,77,"E","Estimated value"
"LUX","Luxembourg","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,85,"E","Estimated value"
"MEX","Mexico","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,71,"E","Estimated value"
"NLD","Netherlands","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,87,"E","Estimated value"
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,83,"E","Estimated value"
"NOR","Norway","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,90,"E","Estimated value"
"POL","Poland","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,83,"E","Estimated value"
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,78,"E","Estimated value"
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,77,"E","Estimated value"
"ESP","Spain","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,74,"E","Estimated value"
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,88,"E","Estimated value"
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,88,"E","Estimated value"
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,73,"E","Estimated value"
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,83,"E","Estimated value"
"USA","United States","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,80,"E","Estimated value"
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,84,"E","Estimated value"
"CHL","Chile","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,70,"E","Estimated value"
"EST","Estonia","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,82,"E","Estimated value"
"ISR","Israel","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,89,"E","Estimated value"
"RUS","Russia","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,83,"E","Estimated value"
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,85,"E","Estimated value"
"AUS","Australia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,59,"E","Estimated value"
"AUT","Austria","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,50,"E","Estimated value"
"BEL","Belgium","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,38,"E","Estimated value"
"CAN","Canada","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,47,"E","Estimated value"
"CZE","Czech Republic","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,22,"E","Estimated value"
"DNK","Denmark","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,57,"E","Estimated value"
"FIN","Finland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,41,"E","Estimated value"
"FRA","France","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,45,"E","Estimated value"
"DEU","Germany","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,46,"E","Estimated value"
"GRC","Greece","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,41,"E","Estimated value"
"HUN","Hungary","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,26,"E","Estimated value"
"ISL","Iceland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,70,"E","Estimated value"
"IRL","Ireland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,35,"E","Estimated value"
"ITA","Italy","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,44,"E","Estimated value"
"JPN","Japan","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,69,"E","Estimated value"
"KOR","Korea","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,45,"E","Estimated value"
"LUX","Luxembourg","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,45,"E","Estimated value"
"MEX","Mexico","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,59,"E","Estimated value"
"NLD","Netherlands","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,60,"E","Estimated value"
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,57,"E","Estimated value"
"NOR","Norway","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,62,"E","Estimated value"
"POL","Poland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,24,"E","Estimated value"
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,57,"E","Estimated value"
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,15,"E","Estimated value"
"ESP","Spain","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,49,"E","Estimated value"
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,49,"E","Estimated value"
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,45,"E","Estimated value"
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,46,"E","Estimated value"
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,55,"E","Estimated value"
"USA","United States","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,34,"E","Estimated value"
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,60,"E","Estimated value"
"CHL","Chile","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,58,"E","Estimated value"
"EST","Estonia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,32,"E","Estimated value"
"ISR","Israel","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,33,"E","Estimated value"
"RUS","Russia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,28,"E","Estimated value"
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,35,"E","Estimated value"
"AUS","Australia","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.4,,
"AUT","Austria","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.4,,
"BEL","Belgium","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.5,,
"CAN","Canada","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.6,,
"CZE","Czech Republic","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.2,,
"DNK","Denmark","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.8,,
"FIN","Finland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.4,,
"FRA","France","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.5,,
"DEU","Germany","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.2,,
"GRC","Greece","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,12,,
"HUN","Hungary","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.7,,
"ISL","Iceland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.3,,
"IRL","Ireland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.4,,
"ITA","Italy","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.5,,
"JPN","Japan","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.9,,
"KOR","Korea","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,3,"E","Estimated value"
"LUX","Luxembourg","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,4,,
"MEX","Mexico","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.7,,
"NLD","Netherlands","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.6,,
"NZL","New Zealand","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.8,,
"NOR","Norway","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.9,,
"POL","Poland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.3,,
"PRT","Portugal","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,9.1,,
"SVK","Slovak Republic","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.8,,
"ESP","Spain","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,17.7,,
"SWE","Sweden","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.5,,
"CHE","Switzerland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.8,,
"TUR","Turkey","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.8,,
"GBR","United Kingdom","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.6,,
"USA","United States","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.3,,
"BRA","Brazil","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.8,"E","Estimated value"
"CHL","Chile","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.7,"E","Estimated value"
"EST","Estonia","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.3,,
"ISR","Israel","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.5,,
"RUS","Russia","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,4,,
"SVN","Slovenia","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","Units",,,5,,
"AUS","Australia","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,4.3,,
"AUT","Austria","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,3.4,,
"BEL","Belgium","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,4.5,,
"CAN","Canada","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,7,,
"CZE","Czech Republic","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,3.6,,
"DNK","Denmark","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,5.8,,
"FIN","Finland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,6.5,,
"FRA","France","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,6.3,,
"DEU","Germany","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,3.2,,
"GRC","Greece","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,10.8,,
"HUN","Hungary","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,6.8,,
"ISL","Iceland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,4.6,,
"IRL","Ireland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,6.7,,
"ITA","Italy","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,5.2,,
"JPN","Japan","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,2.6,,
"KOR","Korea","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,3.1,"E","Estimated value"
"LUX","Luxembourg","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,3.5,,
"MEX","Mexico","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,4.6,,
"NLD","Netherlands","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,3.6,,
"NZL","New Zealand","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,5.3,,
"NOR","Norway","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,3.3,,
"POL","Poland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,6.9,,
"PRT","Portugal","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,9,,
"SVK","Slovak Republic","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,5.4,,
"ESP","Spain","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,17.5,,
"SWE","Sweden","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,6.6,,
"CHE","Switzerland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,2.7,,
"TUR","Turkey","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,7.5,,
"GBR","United Kingdom","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,5.6,,
"USA","United States","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,6.4,,
"BRA","Brazil","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,3.8,"E","Estimated value"
"CHL","Chile","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,4.1,"E","Estimated value"
"EST","Estonia","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,5.7,,
"ISR","Israel","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,6.4,,
"RUS","Russia","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,4.4,,
"SVN","Slovenia","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","Units",,,4.6,,
"AUS","Australia","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.6,,
"AUT","Austria","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.5,,
"BEL","Belgium","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.6,,
"CAN","Canada","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.1,,
"CZE","Czech Republic","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.9,,
"DNK","Denmark","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.9,,
"FIN","Finland","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.2,,
"FRA","France","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.7,,
"DEU","Germany","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.1,,
"GRC","Greece","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,13.7,,
"HUN","Hungary","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.6,,
