"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","TIME","TIME","Value","Flag Codes","Flags"
"CAN","Canada","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",69,,
"CZE","Czech Republic","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",57,,
"DNK","Denmark","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",70,,
"FIN","Finland","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",68,,
"FRA","France","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",60,,
"DEU","Germany","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",68,,
"GRC","Greece","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",45,,
"HUN","Hungary","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",51,,
"ISL","Iceland","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",77,,
"IRL","Ireland","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",56,,
"ITA","Italy","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",47,,
"JPN","Japan","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",60,,
"KOR","Korea","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",53,,
"LUX","Luxembourg","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",57,,
"MEX","Mexico","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",43,,
"NLD","Netherlands","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",70,,
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",67,,
"NOR","Norway","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",73,,
"POL","Poland","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",53,,
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",60,,
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",53,,
"ESP","Spain","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",53,,
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",72,,
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",73,,
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",28,,
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",65,,
"USA","United States","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",62,,
"OTO","OECD - Total","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",60,,
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",56,,
"CHL","Chile","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",49,,
"EST","Estonia","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",63,,
"ISR","Israel","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",57,,
"RUS","Russia","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",64,,
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","WMN","Women","2013","2013",61,,
"AUS","Australia","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",84,"E","Estimated value"
"AUT","Austria","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",86,"E","Estimated value"
"BEL","Belgium","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",82,"E","Estimated value"
"CAN","Canada","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",81,"E","Estimated value"
"CZE","Czech Republic","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",82,"E","Estimated value"
"DNK","Denmark","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",85,"E","Estimated value"
"FIN","Finland","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",85,"E","Estimated value"
"FRA","France","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",80,"E","Estimated value"
"DEU","Germany","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",88,"E","Estimated value"
"GRC","Greece","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",73,"E","Estimated value"
"HUN","Hungary","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",78,"E","Estimated value"
"ISL","Iceland","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",89,"E","Estimated value"
"IRL","Ireland","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",79,"E","Estimated value"
"ITA","Italy","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",76,"E","Estimated value"
"JPN","Japan","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",75,"E","Estimated value"
"KOR","Korea","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",77,"E","Estimated value"
"LUX","Luxembourg","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",83,"E","Estimated value"
"MEX","Mexico","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",70,"E","Estimated value"
"NLD","Netherlands","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",87,"E","Estimated value"
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",83,"E","Estimated value"
"NOR","Norway","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",88,"E","Estimated value"
"POL","Poland","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",83,"E","Estimated value"
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",81,"E","Estimated value"
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",79,"E","Estimated value"
"ESP","Spain","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",77,"E","Estimated value"
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",89,"E","Estimated value"
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",89,"E","Estimated value"
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",75,"E","Estimated value"
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",84,"E","Estimated value"
"USA","United States","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",80,"E","Estimated value"
"OTO","OECD - Total","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",82,"E","Estimated value"
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",86,"E","Estimated value"
"CHL","Chile","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",72,"E","Estimated value"
"EST","Estonia","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",84,"E","Estimated value"
"ISR","Israel","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",82,"E","Estimated value"
"RUS","Russia","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",83,"E","Estimated value"
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","HGH","High","2013","2013",84,"E","Estimated value"
"AUS","Australia","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",59,"E","Estimated value"
"AUT","Austria","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",50,"E","Estimated value"
"BEL","Belgium","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",39,"E","Estimated value"
"CAN","Canada","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",47,"E","Estimated value"
"CZE","Czech Republic","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",22,"E","Estimated value"
"DNK","Denmark","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",59,"E","Estimated value"
"FIN","Finland","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",42,"E","Estimated value"
"FRA","France","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",45,"E","Estimated value"
"DEU","Germany","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",46,"E","Estimated value"
"GRC","Greece","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",45,"E","Estimated value"
"HUN","Hungary","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",26,"E","Estimated value"
"ISL","Iceland","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",71,"E","Estimated value"
"IRL","Ireland","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",36,"E","Estimated value"
"ITA","Italy","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",44,"E","Estimated value"
"JPN","Japan","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",61,"E","Estimated value"
"KOR","Korea","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",46,"E","Estimated value"
"LUX","Luxembourg","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",43,"E","Estimated value"
"MEX","Mexico","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",58,"E","Estimated value"
"NLD","Netherlands","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",59,"E","Estimated value"
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",58,"E","Estimated value"
"NOR","Norway","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",56,"E","Estimated value"
"POL","Poland","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",24,"E","Estimated value"
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",61,"E","Estimated value"
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",14,"E","Estimated value"
"ESP","Spain","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",38,"E","Estimated value"
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",49,"E","Estimated value"
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",44,"E","Estimated value"
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",46,"E","Estimated value"
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",49,"E","Estimated value"
"USA","United States","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",35,"E","Estimated value"
"OTO","OECD - Total","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",45,"E","Estimated value"
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",62,"E","Estimated value"
"CHL","Chile","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",58,"E","Estimated value"
"EST","Estonia","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",28,"E","Estimated value"
"ISR","Israel","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",31,"E","Estimated value"
"RUS","Russia","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",45,"E","Estimated value"
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","LW","Low","2013","2013",39,"E","Estimated value"
"AUS","Australia","JE_JT","Job security","L","Value","TOT","Total","2013","2013",12.4,,
"AUT","Austria","JE_JT","Job security","L","Value","TOT","Total","2013","2013",9.5,,
"BEL","Belgium","JE_JT","Job security","L","Value","TOT","Total","2013","2013",7.4,,
"CAN","Canada","JE_JT","Job security","L","Value","TOT","Total","2013","2013",11.3,,
"CZE","Czech Republic","JE_JT","Job security","L","Value","TOT","Total","2013","2013",6.7,,
"DNK","Denmark","JE_JT","Job security","L","Value","TOT","Total","2013","2013",12.9,,
"FIN","Finland","JE_JT","Job security","L","Value","TOT","Total","2013","2013",14.5,,
"FRA","France","JE_JT","Job security","L","Value","TOT","Total","2013","2013",9.3,,
"DEU","Germany","JE_JT","Job security","L","Value","TOT","Total","2013","2013",8.3,,
"GRC","Greece","JE_JT","Job security","L","Value","TOT","Total","2013","2013",4.7,,
"HUN","Hungary","JE_JT","Job security","L","Value","TOT","Total","2013","2013",7.8,,
"ISL","Iceland","JE_JT","Job security","L","Value","TOT","Total","2013","2013",10.8,,
"IRL","Ireland","JE_JT","Job security","L","Value","TOT","Total","2013","2013",6.9,,
"ITA","Italy","JE_JT","Job security","L","Value","TOT","Total","2013","2013",6.9,,
"JPN","Japan","JE_JT","Job security","L","Value","TOT","Total","2013","2013",10.5,"E","Estimated value"
"KOR","Korea","JE_JT","Job security","L","Value","TOT","Total","2013","2013",24.3,,
"LUX","Luxembourg","JE_JT","Job security","L","Value","TOT","Total","2013","2013",5.4,,
"MEX","Mexico","JE_JT","Job security","L","Value","TOT","Total","2013","2013",21.4,,
"NLD","Netherlands","JE_JT","Job security","L","Value","TOT","Total","2013","2013",8.8,,
"NZL","New Zealand","JE_JT","Job security","L","Value","TOT","Total","2013","2013",10.5,"E","Estimated value"
"NOR","Norway","JE_JT","Job security","L","Value","TOT","Total","2013","2013",7.9,,
"POL","Poland","JE_JT","Job security","L","Value","TOT","Total","2013","2013",8.1,,
"PRT","Portugal","JE_JT","Job security","L","Value","TOT","Total","2013","2013",8.7,,
"SVK","Slovak Republic","JE_JT","Job security","L","Value","TOT","Total","2013","2013",5,,
"ESP","Spain","JE_JT","Job security","L","Value","TOT","Total","2013","2013",10.9,,
"SWE","Sweden","JE_JT","Job security","L","Value","TOT","Total","2013","2013",13.9,,
"CHE","Switzerland","JE_JT","Job security","L","Value","TOT","Total","2013","2013",8.4,,
"TUR","Turkey","JE_JT","Job security","L","Value","TOT","Total","2013","2013",25.8,,
"GBR","United Kingdom","JE_JT","Job security","L","Value","TOT","Total","2013","2013",6.8,,
"USA","United States","JE_JT","Job security","L","Value","TOT","Total","2013","2013",11.4,,
"OTO","OECD - Total","JE_JT","Job security","L","Value","TOT","Total","2013","2013",10.5,"E","Estimated value"
"BRA","Brazil","JE_JT","Job security","L","Value","TOT","Total","2013","2013",14,,
"CHL","Chile","JE_JT","Job security","L","Value","TOT","Total","2013","2013",10.5,"E","Estimated value"
"EST","Estonia","JE_JT","Job security","L","Value","TOT","Total","2013","2013",10.7,,
"ISR","Israel","JE_JT","Job security","L","Value","TOT","Total","2013","2013",10.5,"E","Estimated value"
"RUS","Russia","JE_JT","Job security","L","Value","TOT","Total","2013","2013",10.5,"E","Estimated value"
"SVN","Slovenia","JE_JT","Job security","L","Value","TOT","Total","2013","2013",7.7,,
"AUS","Australia","JE_JT","Job security","L","Value","MN","Men","2013","2013",13,,
"AUT","Austria","JE_JT","Job security","L","Value","MN","Men","2013","2013",8.3,,
"BEL","Belgium","JE_JT","Job security","L","Value","MN","Men","2013","2013",7.6,,
"CAN","Canada","JE_JT","Job security","L","Value","MN","Men","2013","2013",11.3,,
"CZE","Czech Republic","JE_JT","Job security","L","Value","MN","Men","2013","2013",5.9,,
"DNK","Denmark","JE_JT","Job security","L","Value","MN","Men","2013","2013",14,,
